KEY,en,notes,sp,fr,de,it,pt-br,zh
KEYWORD_DAMAGEUP_DESC_STACKLESS,Increases the damage (or heal) of its basic attack.,,Aumenta el daño (o la curación) del ataque básico.,Augmente les dégâts (ou soins) de l'attaque de base.,Erhöht den Schaden (oder die Heilung) des Grundangriffs.,Aumenta il danno (o la cura) del suo attacco base.,Aumenta o dano (ou cura) de seu ataque básico.,"增加其基础攻击的伤害（或治疗量）。
"
KEYWORD_DAMAGEDOWN_NAME,Damage Down,,Daño reducido,Dégâts (-),Schaden runter,Danno -,Dano Diminuído,伤害下降
KEYWORD_DAMAGEDOWN_DESC,Basic attack damage decreased by {absstacks}.,,El daño del ataque básico se reduce en {absstacks}.,Dégâts de l'attaque de base -{absstacks}.,Schaden des Grundangriffs um {absstacks} verringert.,Il danno da attacco base diminuisce di {stacks}.,O dano do ataque básico é diminuído em {absstacks}.,基础攻击伤害减少 {absstacks} 点。
KEYWORD_DAMAGEDOWN_DESC_STACKLESS,Decreases the damage (or heal) of its basic attack.,,Reduce el daño (o la curación) del ataque básico.,Baisse les dégâts (ou soins) de l'attaque de base.,Verringert den Schaden (oder die Heilung) des Grundangriffs.,Diminuisce il danno (o la cura) del suo attacco base.,Diminui o dano (ou cura) de seu ataque básico.,"减少其基础攻击的伤害（或治疗量）。
"
KEYWORD_LATEBLOOMER_NAME,Late Bloomer,,Floración tardía,Maturité tardive,Spätzünder,Sviluppo Tardivo,Amadurecimento Tardio,大器晚成
KEYWORD_LATEBLOOMER_DESC,Gain All Stats Up 3 in {stacks} turns.,,Obtiene 3 de aumento total dentro de {stacks} turnos.,Hausse de stats 3&nbsp;dans {stacks} tours.,Erhalte in {stacks}&nbsp;Zügen einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 tra {stacks} turni.,Obtenha todos os atributos aumentados 3 em {stacks} turnos.,"在 {stacks} 回合后获得全属性提升 3。
"
KEYWORD_LATEBLOOMER_SINGULAR_DESC,Gain All Stats Up 3 next turn.,,Obtiene 3 de aumento total en el siguiente turno.,Hausse de stats 3&nbsp;le tour prochain.,Erhalte im nächsten Zug einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 nel prossimo turno.,Obtenha todos os atributos aumentados 3 no próximo turno.,"在下一回合获得全属性提升 3。
"
KEYWORD_DELAYEDPAIN_NAME,Delayed Pain,,Dolor demorado,Douleur différée,Verzögerte Schmerzen,Dolore Ritardato,Dor Atrasada,延迟痛楚
KEYWORD_DELAYEDPAIN_DESC,Takes {stacks} damage at the end of its turn.,,Sufre {stacks} de daño al final del turno.,Subit {stacks} à la fin de son tour.,Erleidet am Ende des Zuges {stacks}&nbsp;Schaden.,Subisce {stacks} di danno alla fine del suo turno.,Sofre {stacks} de dano no final de seu turno.,在回合结束时受到 {stacks} 点伤害。
KEYWORD_DELAYEDPAIN_DESC_STACKLESS,Delayed damage is taken all at once at the end of your turn.,,Sufre todo el daño demorado al final del turno.,Les dégâts différés sont subis d'un seul coup à la fin de votre tour.,Verzögerter Schaden wird am Ende deines Zuges aufsummiert und verursacht.,Il danno ritardato viene subito tutto insieme alla fine del tuo turno.,O dano atrasado é sofrido de uma vez só no final de seu turno.,"延迟伤害将在你回合结束时一次性结算。
"
KEYWORD_DEXUP_NAME,Dexterity Up,,Destreza aumentada,Dextérité (+),Geschicklichkeit hoch,Destrezza +,Destreza Aumentada,灵巧提升
KEYWORD_DEXUP_DESC,"Dexterity increased by {stacks}.
Dexterity affects ranged attack and ranged ability damage.",,"La destreza aumenta en {stacks}.
La destreza afecta al daño de los ataques y las habilidades a distancia.","Dextérité +{stacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {stacks} erhöht.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza aumenta di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é aumentada em {stacks}.
A constituição afeta o dano de ataques e habilidades à distância.","灵巧增加 {stacks} 点。
灵巧影响远程攻击和远程技能伤害。
"
KEYWORD_DEXDOWN_NAME,Dexterity Down,,Destreza reducida,Dextérité (-),Geschicklichkeit runter,Destrezza -,Destreza Diminuída,灵巧下降
KEYWORD_DEXDOWN_DESC,"Dexterity decreased by {absstacks}.
Dexterity affects ranged attack and ranged ability damage.",,"La destreza se reduce en {absstacks}.
La destreza afecta al daño de los ataques y las habilidades a distancia.","Dextérité -{absstacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {absstacks} verringert.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza diminuisce di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é diminuída em {absstacks}.
A destreza afeta o dano de ataques e habilidades à distância.","灵巧减少 {absstacks} 点。
灵巧影响远程攻击和远程技能伤害。
"
KEYWORD_DIMINISHREGEN_NAME,Health Regen (Diminishing),,Regeneración de salud (decreciente),Régénération de PV (décroissante),Lebensregeneration (Nachlassend),Rigenerazione Salute (Decrescente),Regeneração de Saúde (Decrescente),生命恢复 (递减)
KEYWORD_DIMINISHREGEN_DESC,"Regen {stacks} health at the end of its turn, then decreases Health Regen by 1.",,Regenera {stacks} de salud al final del turno y luego reduce la regeneración de salud en 1.,"Régénère {stacks} PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit und verringert Lebensregeneration um 1.,"Rigenera {stacks} di salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera {stacks} de saúde no final de seu turno, e então diminui a regeneração de saúde em 1.","回合结束时恢复 {stacks} 点生命值，
然后生命恢复减少 1。"
KEYWORD_DIMINISHREGEN_DESC_STACKLESS,"Regen health at the end of its turn, then decreases Health Regen by 1.",,Regenera salud al final del turno y luego reduce la regeneración de salud en 1.,"Régénère des PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges Gesundheit und verringert Lebensregeneration um 1.,"Rigenera salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera saúde no final de seu turno, e então diminui a regeneração de saúde em 1.","在回合结束时恢复生命值，
然后生命恢复减少 1。"
KEYWORD_DIVINESHIELD_NAME,Holy Shield,,Escudo sagrado,Défense divine,Heiliger Schild,Scudo Sacro,Escudo Sagrado,圣盾
KEYWORD_DIVINESHIELD_DESC,Blocks an entire instance of incoming damage.,,Bloquea una oleada entera de daño sufrido.,Bloque entièrement une instance de dégâts que vous subissez.,Blockiert den gesamten Schaden eines Angriffs.,Blocca completamente un'istanza di danno in arrivo.,Bloqueia completamente uma instância de dano iminente.,抵挡一次完整的受击伤害。
KEYWORD_DODGE_NAME,Dodge,,Esquiva,Esquive,Ausweichen,Schivata,Esquiva,闪避
KEYWORD_DODGE_DESC,Dodges the next {stacks} attacks.,,Esquiva los siguientes {stacks} ataques.,Esquive les {stacks} prochaines attaques.,Weicht den nächsten {stacks}&nbsp;Angriffen aus.,Schiva i successivi {stacks} attacchi.,Esquiva-se dos próximos {stacks} ataques.,闪避接下来的 {stacks} 次攻击。
KEYWORD_DODGE_DESC_STACKLESS,Dodges the next attack.,,Esquiva el siguiente ataque.,Esquive la prochaine attaque.,Weicht dem nächsten Angriff aus.,Schiva il prossimo attacco.,Esquiva-se do próximo ataque.,闪避下一次攻击。
KEYWORD_DODGECHANCE_NAME,Dodge Chance,,Probabilidad de esquiva,Chances d'esquive,Ausweichchance,Probabilità di schivata,Chance de Esquiva,闪避率
KEYWORD_DODGECHANCE_DESC,Dodge Chance increased by {stacks}%.,,La probabilidad de esquiva aumenta en un {stacks} %.,Chances d'esquive +{stacks}&nbsp;%.,Ausweichchance um {stacks}&nbsp;% erhöht.,La probabilità di schivata aumenta del {stacks}%.,A chance de esquiva é aumentada em {stacks}%.,闪避率提升 {stacks}%。
KEYWORD_DOOMED_NAME,Doomed,,Condenación,Damnation,Todesurteil,Condanna,Perdição,死咒
KEYWORD_DOOMED_DESC,"Ticks down at the end of your turn. When it hits 0, Die.",,"Se inicia una cuenta atrás al final del turno. Al llegar a 0, muere.","-1&nbsp;au décompte à la fin de votre tour. À zéro, vous mourez.","Zählt am Ende deines Zuges herunter. Stirb, wenn der Timer 0 erreicht.","Il valore si riduce alla fine del tuo turno. Quando raggiunge lo 0, muori.","Diminui no final do seu turno. Ao chegar a 0, morra.","在你的回合结束时倒数。
当降至 0 时，死亡。"
KEYWORD_DOUBLECAST_NAME,Double Action,,Doble acción,Action double,Doppelaktion,Doppia Azione,Ação Dupla,双重行动
KEYWORD_DOUBLECAST_DESC,The next ability you use is used an additional time for free.,,La siguiente habilidad tiene un tiempo de uso extra gratis.,La prochaine compétence que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Die nächste Fähigkeit, die du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",La prossima abilità che usi viene usata una volta in più gratuitamente.,A próxima habilidade que você utilizar é usada uma segunda vez sem custo.,"你使用的下一个技能会免费额外施放一次。
"
KEYWORD_DOUBLECASTSPELL_NAME,Double Cast,,Doble hechizo,Sort double,Doppelzauber,Doppio Lancio,Lançamento Duplo,双重施法
KEYWORD_DOUBLECASTSPELL_DESC,The next spell you cast is cast an additional time for free.,,El siguiente hechizo tiene un tiempo de uso extra gratis.,Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Der nächste Zauber, den du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar é lançado uma segunda vez sem custo.,"你施放的下一个法术会免费额外施放一次。
"
KEYWORD_DOUBLECASTTHISTURN_NAME,Double Cast (This Turn),,Doble hechizo (este turno),Sort double (ce tour),Doppelzauber (dieser Zug),Doppio Lancio (questo turno),Lançamento Duplo (Neste turno),双重施法 (本回合)
KEYWORD_DOUBLECASTTHISTURN_DESC,The next spell you cast this turn is cast an additional time for free.,,El siguiente hechizo de este turno tiene un tiempo de uso extra gratis.,Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite ce tour.,"Der nächste Zauber, den du in diesem Zug einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci in queso turno viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar neste turno é lançado uma segunda vez sem custo.,"你本回合施放的下一个法术会免费额外施放一次。
"
KEYWORD_DROWSY_NAME,Drowsy,,Somnolencia,Somnolence,Schläfrig,Sonnolenza,Sonolência,困倦
KEYWORD_DROWSY_DESC,Falls asleep at the end of its turn.,,Se duerme al final del turno.,S'endort à la fin de son tour.,Schläft am Ende des Zuges ein.,Si addormenta alla fine del suo turno.,Adormece no final de seu turno.,在回合结束时陷入睡眠。
KEYWORD_DYBBUKED_NAME,Possessed by Dybbuk,,Posesión de Dybbuk,Possession de Dibbouk,Vom Dibbuk besessen,Possessione di Dybbuk,Possessão por Dybbuk,被戴布克附身
KEYWORD_DYBBUKED_DESC,This cat is possessed by Dybbuk. Down this cat to exorcise him.,,Este gato cae bajo la posesión de Dybbuk. Abátelo para practicarle el exorcismo.,Ce chat est possédé par Dibbouk. Mettez-le K.O. pour l'exorciser.,"Diese Katze wurde vom Dibbuk besessen. Sie muss in Ohnmacht fallen, um sie von ihm zu befreien.",Questo gatto è posseduto da Dybbuk. Manda KO questo gatto per esorcizzarlo.,Este gato foi possuído por Dybbuk. Derrote-o para exorcizá-lo.,"这只猫被戴布克附身了。
击倒这只猫以驱逐他。"
KEYWORD_EMPTYMIND_NAME,Empty Mind,,Mente en blanco,Vide mental,Leerer Geist,Mente Vuota,Mente Vazia,无念
KEYWORD_EMPTYMIND_DESC,"Spells are disabled. Whenever it gets a kill, it takes an extra turn.",,"Los hechizos están deshabilitados. Cuando mata a un enemigo, juega un turno extra.","Les sorts sont désactivés. À chaque ennemi tué, bénéficie d'un tour bonus.","Zauber sind deaktiviert. Immer, wenn die Einheit etwas tötet, erhält sie einen zusätzlichen Zug.","Gli incantesimi sono disabilitati. Ogni volta che uccide, effettua un turno aggiuntivo.","Encantamentos são desabilitados. Sempre que obtiver uma baixa, obtém também um turno adicional.","无法使用法术。每当完成击杀时，
获得一个额外回合。"
KEYWORD_EVENTBOUNTY_NAME,Bounty,,Recompensa,Prime,Kopfgeld,Taglia,Recompensa,赏金
KEYWORD_EVENTBOUNTY_DESC,Hunted by the bounty hunter.,,Esta unidad cae presa del cazarrecompensas.,Cible du chasseur de primes.,Wird von einem Kopfgeldjäger verfolgt.,Quest'unità è braccata dal cacciatore di taglie.,Possui um caçador de recompensas em seu encalço.,被赏金猎人追捕。
KEYWORD_EXHAUSTION_NAME,Exhaustion,,Agotamiento,Épuisement,Erschöpfung,Spossatezza,Exaustão,疲劳
KEYWORD_EXHAUSTION_DESC,"Takes {stacks} unblockable damage at the start of its turn, then increase Exhaustion by 1. Whenever it would gain mana or health, gain {stacks} less mana or health. Combat regen disabled. Cannot be removed. It's time to finish the fight.",,Sufre {stacks} de daño imparable al inicio del turno y luego aumenta el agotamiento en 1. Obtiene {stacks} menos de maná o salud de la cantidad que le tocaría. Se deshabilita la regeneración poscombate. No se puede quitar. Hora de zanjar la contienda.,"Subit {stacks} dégâts imparables au début de son tour, puis Épuisement +1. Chaque fois qu'il devrait gagner du mana ou des PV, il en gagne {stacks} de moins. Régénération en combat désactivée. Ne peut pas être retiré. Il est temps d'en finir.","Erleidet am Anfang des Zuges {stacks} unvermeidbaren Schaden und erhöht Erschöpfung um 1. Immer, wenn die Einheit Mana oder Leben erhalten würde, erhält sie {stacks} weniger Mana oder Leben. Kampfregeneration deaktiviert. Kann nicht entfernt werden. Zeit, den Kampf zu beenden.","Subisce {stacks} di danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Ogni volta che dovrebbe ottenere mana o salute, ottiene {stacks} in meno di mana o salute. Rigenerazione in combattimento disabilitata. Non può essere rimossa. È ora di concludere lo scontro.","Sofre {stacks} de dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Sempre que for obter mana ou saúde, obtém {stacks} a menos de mana ou saúde. Regeneração de combate desabilitada. Impossível remover. Está na hora de acabar com a luta.","在回合开始时受到 {stacks} 点不可格挡伤害，
然后疲劳增加 1。
每当获得法力或生命值时，
获得的数值减少 {stacks}。战斗恢复失效。
不可移除。是时候结束战斗了。"
KEYWORD_EXHAUSTION_DESC_STACKLESS,"Takes unblockable damage at the start of its turn, then increase Exhaustion by 1. Decreases mana and health gain. Combat regen disabled.",,Sufre daño imparable al inicio del turno y luego aumenta el agotamiento en 1. Obtiene menos maná o salud. Se deshabilita la regeneración poscombate.,"Subit des dégâts imparables au début de son tour, puis Épuisement +1. Réduit les gains de mana et de PV. Régénération en combat désactivée.",Erleidet am Anfang des Zuges unvermeidbaren Schaden und erhöht Erschöpfung um 1. Verringert erhaltenes Mana und Leben. Kampfregeneration deaktiviert.,"Subisce danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Riduce il guadagno di mana e salute. Rigenerazione in combattimento disabilitata.","Sofre dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Diminui os ganhos de mana e saúde. Regeneração de combate desabilitada.","在回合开始时受到不可格挡伤害，
然后疲劳增加 1。
减少法力和生命值获取。
战斗恢复失效。"
KEYWORD_EXTRAATTACK_NAME,Extra Attacks,,Ataques extras,Attaques supplémentaires,Zusätzliche Angriffe,Attacchi Aggiuntivi,Ataques Adicionais,额外攻击
KEYWORD_EXTRAATTACK_DESC,Can attack {stacks} extra times each turn.,,Puede atacar {stacks} veces más cada turno.,Peut attaquer {stacks} fois de plus chaque tour.,Kann pro Zug {stacks}-mal mehr angreifen.,Può attaccare {stacks} volte in più ogni turno.,Pode atacar {stacks} vezes adicionais em cada turno.,每回合可以额外攻击 {stacks} 次。
KEYWORD_EXTRAMOVE_NAME,Extra Moves,,Movimientos extras,Déplacements supplémentaires,Zusätzliche Bewegung,Movimenti Aggiuntivi,Movimentos Adicionais,额外移动
KEYWORD_EXTRAMOVE_DESC,Can move {stacks} extra times each turn.,,Puede moverse {stacks} veces más cada turno.,Peut se déplacer {stacks} fois de plus chaque tour.,Kann sich pro Zug {stacks}-mal mehr bewegen.,Può muoversi {stacks} volte in più ogni turno.,Pode se mover {stacks} vezes adicionais em cada turno.,每回合可以额外移动 {stacks} 次。
KEYWORD_FEAR_NAME,Fear,,Miedo,Peur,Angst,Paura,Medo,恐惧
KEYWORD_FEAR_DESC,Moves as far away from enemies as it can at the start of its turn.,,Se aleja todo lo posible de los enemigos al inicio del turno.,S'éloigne le plus possible des ennemis au début de son tour.,Bewegt sich am Anfang des Zuges so weit wie möglich von Gegnern weg.,Si allontana il più possibile dai nemici all'inizio del suo turno.,Move-se tão longe quanto possível de inimigos no início de seu turno.,在回合开始时尽可能远离敌人。
KEYWORD_FREESPELL_NAME,Free Spell,,Hechizo gratuito,Sort gratuit,Kostenloser Zauber,Incantesimo Gratuito,Encantamento Grátis,免费法术
KEYWORD_FREESPELL_DESC,The next spell you cast costs 0 mana.,,El siguiente hechizo cuesta 0 de maná.,Le sort suivant coûte 0&nbsp;mana.,"Der nächste Zauber, den diese Einheit wirkt, kostet 0&nbsp;Mana.",Il prossimo incantesimo che lanci costa 0 mana.,O próximo encantamento que você lançar custa 0 de mana.,"你施放的下一个法术消耗 0 法力。
"
KEYWORD_FREEZE_NAME,Freeze,,Congelación,Gel,Frost,Congelamento,Congelamento,冻结
KEYWORD_FREEZE_DESC,Cannot take damage. Unfreezes at the start of its turn.,,No puede sufrir daño. Se descongela al inicio del turno.,Ne peut pas subir de dégâts. Se dégèle au début de son tour.,Einheit kann keinen Schaden erleiden. Taut am Anfang ihres nächsten Zuges auf.,Non può subire danno. Si scongela all'inizio del suo turno.,Não pode sofrer dano. Descongela no início de seu turno.,"不会受到伤害。在回合开始时解除冻结。
"
KEYWORD_GRAPPLED_NAME,Grappled,,Sujeción,Agrippé,Gepackt,Avvinghiamento,Agarrão,被擒抱
KEYWORD_GRAPPLED_DESC,Immobile as long as it's next to the thing that grappled it.,,Se queda inmóvil mientras siga junto al ente que lo tiene agarrado.,L'unité à proximité de ce qui l'a agrippée subit Immobilisation.,"Unbeweglich, solange diese Einheit sich neben der Einheit befindet, die sie gepackt hat.",L'unità è immobilizzata finché resta vicina alla cosa che l'ha avvinghiata.,Permanece imóvel enquanto estiver ao lado da fonte do agarrão.,"只要在擒抱者身旁，就一直定身。
"
KEYWORD_HEALTHREGEN_NAME,Health Regen,,Regeneración de salud,Régénération de PV,Lebensregeneration,Rigenerazione Salute,Regeneração de Saúde,生命恢复
KEYWORD_HEALTHREGEN_DESC,Regenerate {stacks} health at the end of its turn.,,Regenera {stacks} de salud al final del turno.,Régénère {stacks} PV à la fin de son tour.,Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit.,Rigenera {stacks} di salute alla fine del suo turno.,Regenera {stacks} de saúde no final de seu turno.,"在回合结束时恢复 {stacks} 点生命值。
"
KEYWORD_HEALTHREGEN_DESC_STACKLESS,Regenerates health at the end of its turn.,,Regenera salud al final del turno.,Régénère des PV à la fin de son tour.,Regeneriert am Ende des Zuges Gesundheit.,Rigenera salute alla fine del suo turno.,Regenera saúde no final de seu turno.,在回合结束时恢复生命值。
KEYWORD_HEAVIERHITS_NAME,Heavier Hits,,Golpes más contundentes,Coups violents,Härtere Schläge,Colpi Pesantissimi,Golpes Muito Pesados,更沉重打击
KEYWORD_HEAVIERHITS_DESC_STACKS,Physical damage inflicts Bruise {stacks} this turn.,,El daño físico inflige {stacks} de moratón este turno.,Les dégâts physiques infligent Contusion {stacks} ce tour.,Physischer Schaden verursacht in diesem Zug Beulen&nbsp;{stacks}.,Il danno fisico infligge Livido {stacks} in questo turno.,O dano físico aplica contusão {stacks} neste turno.,"本回合物理伤害施加 {stacks} 层淤伤。
"
KEYWORD_HEAVYHITS_NAME,Heavy Hits,,Golpes contundentes,Coups lourds,Harte Schläge,Colpi Pesanti,Golpes Pesados,沉重打击
KEYWORD_HEAVYHITS_DESC_STACKS,Basic attack inflicts Bruise {stacks} this turn.,,El ataque básico inflige {stacks} de moratón este turno.,L'attaque de base inflige Contusion {stacks} ce tour.,Grundangriffe verursachen in diesem Zug Beulen&nbsp;{stacks}.,L'attacco base infligge Livido {stacks} in questo turno.,O ataque básico aplica contusão {stacks} neste turno.,"本回合基础攻击施加 {stacks} 层淤伤。
"
KEYWORD_HEX_NAME,Hex,,Mal de ojo,Magie vorace,Verhext,Maledizione,Bruxaria,妖术
KEYWORD_HEX_DESC,Spells cost {stacks} more mana to cast.,,Los hechizos cuestan {stacks} más de maná.,Les sorts coûtent +{stacks} mana.,Zauber kosten {stacks}&nbsp;Mana mehr.,Lanciare gli incantesimi costa {stack} mana in più.,Encantamentos custam {stacks} a mais de mana para serem lançados.,"施放法术消耗的法力增加 {stacks} 点。
"
KEYWORD_HEX_DESC_STACKLESS,Spells cost more mana to cast.,,Los hechizos cuestan más maná.,Les sorts coûtent davantage de mana.,Zauber kosten mehr Mana.,Lanciare gli incantesimi costa più mana.,Encantamentos custam mais mana para serem lançados.,施放法术消耗更多法力。
KEYWORD_IMMOBILE_NAME,Immobile,,Inmovilización,Immobilisation,Unbeweglich,Immobilizzazione.,Imobilização,定身
KEYWORD_IMMOBILE_DESC,Cannot move.,,No se puede mover.,Ne peut pas bouger.,Kann sich nicht bewegen.,Il movimento è impossibile.,Não pode se mover.,无法移动。
KEYWORD_INFESTED_NAME,Infested,,Infestación,Infestation,Infiziert,Infestato,Infestação,寄生
KEYWORD_INFESTED_DESC,"The things infesting this pop out when it dies, destroying its corpse.",,Los entes que han infestado a esta unidad surgen para destrozar el cadáver en cuanto muere.,"Les choses qui l'infestent en jaillissent lorsqu'il meurt, détruisant son cadavre.","Was auch immer diese Einheit infiziert, platzt aus ihr heraus, wenn sie stirbt, und zerstört ihre Leiche.","Le cose che infestano quest'unità vengono fuori quando muore, distruggendone il cadavere.","As coisas que estão infestando isto explodem após sua morte, destruindo seu corpo.","死亡时寄生物会钻出，摧毁其尸体。
"
KEYWORD_INTUP_NAME,Intelligence Up,,Inteligencia aumentada,Intelligence (+),Intelligenz hoch,Intelligenza +,Inteligência Aumentada,智力提升
KEYWORD_INTUP_DESC,"Intelligence increased by {stacks}.
Intelligence affects mana regen.",,"La inteligencia aumenta en {stacks}.
La inteligencia afecta a la regeneración de maná.","Intelligence +{stacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {stacks} erhöht.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza aumenta di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é aumentada em {stacks}.
A inteligência afeta a regeneração de mana.","智力增加 {stacks} 点。
智力影响法力恢复。"
KEYWORD_INTDOWN_NAME,Intelligence Down,,Inteligencia reducida,Intelligence (-),Intelligenz runter,Intelligenza -,Inteligência Diminuída,智力下降
KEYWORD_INTDOWN_DESC,"Intelligence decreased by {absstacks}.
Intelligence affects mana regen.",,"La inteligencia se reduce en {absstacks}.
La inteligencia afecta a la regeneración de maná.","Intelligence -{absstacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {absstacks} verringert.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza diminuisce di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é diminuída em {absstacks}.
A inteligência afeta a regeneração de mana.","智力减少 {absstacks} 点。
智力影响法力恢复。"
KEYWORD_INVULNERABLE_NAME,Invulnerable,,Invulnerabilidad,Invulnérabilité,Unverwundbar,Invulnerabile,Invulnerabilidade,无敌
KEYWORD_INVULNERABLE_DESC,Does not take damage.,,No sufre daño.,Ne peut pas subir de dégâts.,Erleidet keinen Schaden.,Non subisce danno.,Não sofre dano.,不会受到伤害。
KEYWORD_KINETICSPPIKES_NAME,Kinetic Spikes,,Pinchos cinéticos,Pics cinétiques,Kinetiknadeln,Spuntoni Cinetici,Espinhos Cinéticos,动能尖刺
KEYWORD_KINETICSPPIKES_DESC,"When this takes damage, emit {stacks} Sparkles.",,"Al sufrir daño, emite {stacks} destellos.","Subissant des dégâts, {stacks} étincelles sont émises.","Einheit versprüht {stacks}&nbsp;Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette {stacks} Scintille.","Ao sofrer dano, emite {stacks} fagulhas.",受到伤害时，发射 {stacks} 个火花。
KEYWORD_KINETICSPPIKES_DESC_SINGULAR,"When this takes damage, emit a Sparkle.",,"Al sufrir daño, emite un destello.","Subissant des dégâts, une étincelle est émise.","Einheit versprüht einen Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette una Scintilla.","Ao sofrer dano, emite uma fagulha.","受到伤害时，发射 1 个火花。
"
KEYWORD_KINETICSPPIKES_DESC_STACKLESS,"When this takes damage, emit Sparkles.",,"Al sufrir daño, emite destellos.","Subissant des dégâts, des étincelles sont émises.","Einheit versprüht Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette Scintille.","Ao sofrer dano, emite fagulhas.",受到伤害时，发射火花。
KEYWORD_LEECHES_NAME,Leeches,,Sanguijuelas,Sangsues,Blutegel,Sanguisughe,Sanguessugas,水蛭
KEYWORD_LEECHES_NAME_APPLIER,{applier's} Leeches.,,Son las sanguijuelas de {applier's}.,Sangsues ({applier}).,Blutegel von {applier},Sanguisughe di {applier}.,Sanguessugas de {applier's}.,{applier}的水蛭。
KEYWORD_LEECHES_DESC,Drains {stacks} health at the end of the round.,,Absorbe {stacks} de salud al final de la ronda.,Draine {stacks} PV à la fin de la manche.,Saugt am Ende der Runde {stacks}&nbsp;Gesundheit ab.,Prosciuga {stacks} di salute alla fine del round.,Drena {stacks} de saúde no final da rodada.,"在回合结束时吸取 {stacks} 点生命值。
"
KEYWORD_LEECHES_DESC_APPLIER,Drains {stacks} health at the end of {applier's} turn and gives it to {applier}.,,Absorbe {stacks} de salud al final del turno de {applier's} para dársela a {applier}.,Draine {stacks} PV et les donne à {applier} à la fin de son tour.,Saugt am Ende des Zugs von {applier} {stacks}&nbsp;Gesundheit ab und heilt {applier}.,Prosciuga {stacks} di salute alla fine del turno di {applier} e le fornisce a {applier}.,Drena {stacks} de saúde no final do turno de {applier's} e a concede para {applier}.,"在 {applier} 的回合结束时吸取 {stacks} 点生命值并给予 {applier}。
"
KEYWORD_LEECHES_DESC_STACKLESS,Drains health from the leeched unit at the end of your turn.,,Absorbe salud de la unidad con sanguijuelas al final del turno.,Draine les PV de la victime de cet effet à la fin de votre tour.,Saugt am Ende deines Zuges Gesundheit von der betroffenen Einheit ab.,Prosciuga la salute dell'unità affetta alla fine del tuo turno.,Drena saúde da unidade com sanguessuga no final do seu turno.,"在你的回合结束时从被寄生单位吸取生命值。
"
KEYWORD_LIFESTEAL_NAME,Lifesteal,,Robavida,Vol de vie,Leben stehlen,Rubavita,Roubo de Vida,生命偷取
KEYWORD_LIFESTEAL_DESC,The next {stacks} basic attacks you do heal you for the amount of health damage they inflict.,,Los siguientes {stacks} ataques básicos curan a esta unidad según la cantidad de daño de salud que inflija.,Vos {stacks} prochaines attaques de base vous soignent d'un montant de PV égal aux dégâts qu'elles infligent.,Deine nächsten {stacks}&nbsp;Grundangriffe heilen dich in Höhe des verursachten Schadens.,I successivi {stacks} attacchi base che esegui ti curano per la quantità di danno alla salute che infliggono.,Seus próximos {stacks} ataques básicos curam você de forma equivalente ao dano à saúde causado.,"你接下来的 {stacks} 次基础攻击会根据造成的
伤害量为你恢复生命值。"
