KEY,en,notes,sp,fr,de,it,pt-br,zh
ABILITY_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Path of the Fighter""!",,¡Ahora todos los gatos pueden aprender Camino del luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Pugilistes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Guerriero""!","Agora todos os gatos podem aprender o ""Caminho do Lutador""!",所有猫咪现在都可以学习“战士之路”了！
ABILITY_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Path of the Hunter""!",,¡Ahora todos los gatos pueden aprender Camino del cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Voies des Sentinelles&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Cacciatore""!","Agora todos os gatos podem aprender o ""Caminho do Caçador""!",所有猫咪现在都可以学习“猎人之路”了！
ABILITY_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Path of the Mage""!",,¡Ahora todos los gatos pueden aprender Camino del mago!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Mages&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Mago""!","Agora todos os gatos podem aprender o ""Caminho do Mago""!",所有猫咪现在都可以学习“法师之路”了！
ABILITY_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Path of the Cleric""!",,¡Ahora todos los gatos pueden aprender Camino del clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Sages&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Chierico""!","Agora todos os gatos podem aprender o ""Caminho do Clérigo""!",所有猫咪现在都可以学习“牧师之路”了！
ABILITY_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Path of the Thief""!",,¡Ahora todos los gatos pueden aprender Camino del ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Fourbes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Ladro""!","Agora todos os gatos podem aprender o ""Caminho do Ladrão""!",所有猫咪现在都可以学习“盗贼之路”了！
ABILITY_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Path of the Tank""!",,¡Ahora todos los gatos pueden aprender Camino del tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Tanks&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Corazzato""!","Agora todos os gatos podem aprender o ""Caminho do Tanque""!",所有猫咪现在都可以学习“坦克之路”了！
ABILITY_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Path of the Necromancer""!",,¡Ahora todos los gatos pueden aprender Camino del nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Occultistes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Necromante""!","Agora todos os gatos podem aprender o ""Caminho do Necromante""!",所有猫咪现在都可以学习“死灵法师之路”了！
ABILITY_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Path of the Psychic""!",,¡Ahora todos los gatos pueden aprender Camino del ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Médiums&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dello Psionico""!","Agora todos os gatos podem aprender o ""Caminho do Psíquico""!",所有猫咪现在都可以学习“灵能者之路”了！
ABILITY_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Path of the Tinkerer""!",,¡Ahora todos los gatos pueden aprender Camino del manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Scientifiques&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dell'Inventore""!","Agora todos os gatos podem aprender o ""Caminho do Artífice""!",所有猫咪现在都可以学习“工匠之路”了！
ABILITY_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Path of the Butcher""!",,¡Ahora todos los gatos pueden aprender Camino del carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Barbares&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Macellaio""!","Agora todos os gatos podem aprender o ""Caminho do Açougueiro""!",所有猫咪现在都可以学习“屠夫之路”了！
ABILITY_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Path of the Druid""!",,¡Ahora todos los gatos pueden aprender Camino del druida!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Druides&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Druido""!","Agora todos os gatos podem aprender o ""Caminho do Druida""!",所有猫咪现在都可以学习“德鲁伊之路”了！
ABILITY_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Path of the Monk""!",,¡Ahora todos los gatos pueden aprender Camino del monje!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Moines&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Monaco""!","Agora todos os gatos podem aprender o ""Caminho do Monge""!",所有猫咪现在都可以学习“武僧之路”了！
ABILITY_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Path of the Void""!",,¡Ahora todos los gatos pueden aprender Camino del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Voie du vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Vuoto""!","Agora todos os gatos podem aprender o ""Caminho do Vazio""!",所有猫咪现在都可以学习“虚空之路”了！
ABILITY_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Path of the Jester""!",,¡Ahora todos los gatos pueden aprender Camino del bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Jokers&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Giullare""!","Agora todos os gatos podem aprender o ""Caminho do Curinga""!",所有猫咪现在都可以学习“小丑之路”了！
,,,,,,,,
PASSIVE_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Fighter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Pugiliste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Guerriero""!","Agora todos os gatos podem aprender a ""Alma de Lutador""!",所有猫咪现在都可以学习“战士之魂”了！
PASSIVE_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Hunter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sentinelle&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Cacciatore""!","Agora todos os gatos podem aprender a ""Alma de Caçador""!",所有猫咪现在都可以学习“猎人之魂”了！
PASSIVE_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Mage's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de mago!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Mage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Mago""!","Agora todos os gatos podem aprender a ""Alma de Mago""!",所有猫咪现在都可以学习“法师之魂”了！
PASSIVE_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Cleric's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Chierico""!","Agora todos os gatos podem aprender a ""Alma de Clérigo""!",所有猫咪现在都可以学习“牧师之魂”了！
PASSIVE_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Thief's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Fourbe&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Ladro""!","Agora todos os gatos podem aprender a ""Alma de Ladrão""!",所有猫咪现在都可以学习“盗贼之魂”了！
PASSIVE_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Tank's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Tank&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Corazzato""!","Agora todos os gatos podem aprender a ""Alma de Tanque""!",所有猫咪现在都可以学习“坦克之魂”了！
PASSIVE_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Necromancer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Âme d'Occultiste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Necromante""!","Agora todos os gatos podem aprender a ""Alma de Necromante""!",所有猫咪现在都可以学习“死灵法师之魂”了！
PASSIVE_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Psychic's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Médium&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Anima dello Psionico""!","Agora todos os gatos podem aprender a ""Alma de Psíquico""!",所有猫咪现在都可以学习“灵能者之魂”了！
PASSIVE_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Tinkerer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Scientifique&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Anima dell'Inventore""!","Agora todos os gatos podem aprender a ""Alma de Artífice""!",所有猫咪现在都可以学习“工匠之魂”了！
PASSIVE_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Butcher's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Barbare&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Macellaio""!","Agora todos os gatos podem aprender a ""Alma de Açougueiro""!",所有猫咪现在都可以学习“屠夫之魂”了！
PASSIVE_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Druid's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de druida!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Druide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Druido""!","Agora todos os gatos podem aprender a ""Alma de Druida""!",所有猫咪现在都可以学习“德鲁伊之魂”了！
PASSIVE_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Monk's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de monje!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Moine&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Monaco""!","Agora todos os gatos podem aprender a ""Alma de Monge""!",所有猫咪现在都可以学习“武僧之魂”了！
PASSIVE_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Void Soul""!",,¡Ahora todos los gatos pueden aprender Alma del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Âme vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Vuoto""!","Agora todos os gatos podem aprender a ""Alma de Vácuo""!",所有猫咪现在都可以学习“虚空之魂”了！
PASSIVE_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Jester's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Joker&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Giullare""!","Agora todos os gatos podem aprender a ""Alma de Curinga""!",所有猫咪现在都可以学习“小丑之魂”了！
,,,,,,,,
SONG_UNLOCK_ALLEY,"""Eatin' Rats"" is now in the radio playlist!",,¡Se ha añadido «Eatin' Rats» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mange-rats&nbsp;» à la radio&nbsp;!,„Eatin‘ Rats“ kann jetzt im Radio laufen!,"Ora ""Eatin' Rats"" è nella playlist della radio!","""Eatin' Rats"" foi adicionada à lista de reprodução de rádio!",“吃老鼠”现在已加入收音机播放列表！
SONG_UNLOCK_SEWERS,"""Flush"" is now in the radio playlist!",,¡Se ha añadido «Flush» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chasse&nbsp;» à la radio&nbsp;!,„Flush“ kann jetzt im Radio laufen!,"Ora ""Flush"" è nella playlist della radio!","""Flush"" foi adicionada à lista de reprodução de rádio!",“冲水”现在已加入收音机播放列表！
SONG_UNLOCK_JUNKYARD,"""Chumbucket Kitty"" is now in the radio playlist!",,¡Se ha añadido «Chumbucket Kitty» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio&nbsp;!,„Chumbucket Kitty“ kann jetzt im Radio laufen!,"Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!",“诱饵桶猫咪”现在已加入收音机播放列表！
SONG_UNLOCK_CAVES,"""Crystalline Dreams"" is now in the radio playlist!",,¡Se ha añadido «Crystalline Dreams» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio&nbsp;!,„Crystalline Dreams“ kann jetzt im Radio laufen!,"Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!",“水晶之梦”现在已加入收音机播放列表！
SONG_UNLOCK_BONEYARD,"""Them Kitty Bones"" is now in the radio playlist!",,¡Se ha añadido «Them Kitty Bones» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio&nbsp;!,„Them Kitty Bones“ kann jetzt im Radio laufen!,"Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!",“那些猫骨头”现在已加入收音机播放列表！
SONG_UNLOCK_MEATWORLD,"""Sweet Delicious"" is now in the radio playlist!",,¡Se ha añadido «Sweet Delicious» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio&nbsp;!,„Sweet Delicious“ kann jetzt im Radio laufen!,"Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!",“甜蜜美味”现在已加入收音机播放列表！
SONG_UNLOCK_THROBBINGKING,"""Throbbing King"" is now in the radio playlist!",,¡Se ha añadido «Throbbing King» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio&nbsp;!,„Throbbing King“ kann jetzt im Radio laufen!,"Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!",“搏动之王”现在已加入收音机播放列表！
SONG_UNLOCK_GUILLOTINA,"""Guillotina"" is now in the radio playlist!",,¡Se ha añadido «Guillotina» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio&nbsp;!,„Guillotina“ kann jetzt im Radio laufen!,"Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!",“吉洛蒂娜”现在已加入收音机播放列表！
SONG_UNLOCK_DESERT,"""Lonesome Road"" is now in the radio playlist!",,¡Se ha añadido «Lonesome Road» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio&nbsp;!,„Lonesome Road“ kann jetzt im Radio laufen!,"Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!",“孤独之路”现在已加入收音机播放列表！
SONG_UNLOCK_CRATER,"""Feline Invader"" is now in the radio playlist!",,¡Se ha añadido «Feline Invader» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio&nbsp;!,„Feline Invader“ kann jetzt im Radio laufen!,"Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!",“猫咪入侵者”现在已加入收音机播放列表！
SONG_UNLOCK_BUNKER,"""Alone in the Dark"" is now in the radio playlist!",,¡Se ha añadido «Alone in the Dark» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio&nbsp;!,„Alone in the Dark“ kann jetzt im Radio laufen!,"Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!",“独自在黑暗中”现在已加入收音机播放列表！
SONG_UNLOCK_MOON,"""So High"" is now in the radio playlist!",,¡Se ha añadido «So High» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio&nbsp;!,„So High“ kann jetzt im Radio laufen!,"Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!",“如此之高”现在已加入收音机播放列表！
SONG_UNLOCK_CORE,"""Down with the Devil"" is now in the radio playlist!",,¡Se ha añadido «Down with the Devil» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio&nbsp;!,„Down with the Devil“ kann jetzt im Radio laufen!,"Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!",“与魔共舞”现在已加入收音机播放列表！
SONG_UNLOCK_DIMENSIONX,"""Chaos"" is now in the radio playlist!",,¡Se ha añadido «Chaos» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio&nbsp;!,„Chaos“ kann jetzt im Radio laufen!,"Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!",“混沌”现在已加入收音机播放列表！
SONG_UNLOCK_SCRAMBLED,"""Scrambled"" is now in the radio playlist!",,¡Se ha añadido «Scrambled» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio&nbsp;!,„Scrambled“ kann jetzt im Radio laufen!,"Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!",“错乱”现在已加入收音机播放列表！
SONG_UNLOCK_KAIJUS,"""Brush Your Teeth"" is now in the radio playlist!",,¡Se ha añadido «Brush Your Teeth» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio&nbsp;!,„Brush Your Teeth“ kann jetzt im Radio laufen!,"Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!",“刷刷牙”现在已加入收音机播放列表！
SONG_UNLOCK_LAB,"""Endless Misery"" is now in the radio playlist!",,¡Se ha añadido «Endless Misery» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio&nbsp;!,„Endless Misery“ kann jetzt im Radio laufen!,"Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!",“无尽苦难”现在已加入收音机播放列表！
SONG_UNLOCK_FUTURE,"""Humanicide"" is now in the radio playlist!",,¡Se ha añadido «Humanicide» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio&nbsp;!,„Humanicide“ kann jetzt im Radio laufen!,"Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!",“人类灭绝”现在已加入收音机播放列表！
SONG_UNLOCK_ICEAGE,"""Mom I Really Hate You"" is now in the radio playlist!",,¡Se ha añadido «Mom I Really Hate You» a la lista de la radio!,"Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio&nbsp;!",„Mom I Really Hate You“ kann jetzt im Radio laufen!,"Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!",“妈妈我真恨你”现在已加入收音机播放列表！
SONG_UNLOCK_THEEND,"""We're Dead"" is now in the radio playlist!",,¡Se ha añadido «We're Dead» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio&nbsp;!,„We're Dead“ kann jetzt im Radio laufen!,"Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!",“我们要死了”现在已加入收音机播放列表！
SONG_UNLOCK_JURASSIC,"""Tuff"" is now in the radio playlist!",,¡Se ha añadido «Tuff» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio&nbsp;!,„Tuff“ kann jetzt im Radio laufen!,"Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!",“硬汉”现在已加入收音机播放列表！
SONG_UNLOCK_THEINFINITE,"""Angel Wings"" is now in the radio playlist!",,¡Se ha añadido «Angel Wings» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio&nbsp;!,„Angel Wings“ kann jetzt im Radio laufen!,"Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!",“天使之翼”现在已加入收音机播放列表！
SONG_UNLOCK_FINALBOSS,"""Dig Your Own Grave"" is now in the radio playlist!",,¡Se ha añadido «Dig Your Own Grave» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio&nbsp;!,„Dig Your Own Grave“ kann jetzt im Radio laufen!,"Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!",“自掘坟墓”现在已加入收音机播放列表！
SONG_UNLOCK_TERMINATOR,"""Taser Paws"" is now in the radio playlist!",,¡Se ha añadido «Taser Paws» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio&nbsp;!,„Taser Paws“ kann jetzt im Radio laufen!,"Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!",“电击爪”现在已加入收音机播放列表！
SONG_UNLOCK_HITLERIII,"""Crack of Doom"" is now in the radio playlist!",,¡Se ha añadido «Crack of Doom» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio&nbsp;!,„Crack of Doom“ kann jetzt im Radio laufen!,"Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!",“末日裂隙”现在已加入收音机播放列表！
SONG_UNLOCK_CHAOS_FORWARD,"""Crazy Days"" is now in the radio playlist!",,¡Se ha añadido «Crazy Days» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio&nbsp;!,„Crazy Days“ kann jetzt im Radio laufen!,"Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!",“疯狂的日子”现在已加入收音机播放列表！
SONG_UNLOCK_CHAOS_BACKWARD,"""Bolt of Lightning"" is now in the radio playlist!",,¡Se ha añadido «Bolt of Lightning» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio&nbsp;!,„Bolt of Lightning“ kann jetzt im Radio laufen!,"Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!",“一道闪电”现在已加入收音机播放列表！
,,,,,,,,
ITEM_UNLOCK_GENERIC,"""{item}"" has been unlocked!",,Se ha desbloqueado un objeto: ¡{item}!,«&nbsp;{item}&nbsp;» est maintenant disponible&nbsp;!,„{item}“ wurde freigeschaltet!,"Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!",“{item}”已解锁！
,,,,,,,,
CUTSCENE_GUILLOTINA_1,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,吉洛蒂娜正在来找你！
CUTSCENE_GUILLOTINA_1_REMATCH,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,吉洛蒂娜正在来找你！
CUTSCENE_GUILLOTINA_2,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,吉洛蒂娜回来了！
CUTSCENE_GUILLOTINA_2_REMATCH,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,吉洛蒂娜回来了！
CUTSCENE_GUILLOTINA_3,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,吉洛蒂娜前来复仇！
CUTSCENE_GUILLOTINA_3_REMATCH,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,吉洛蒂娜前来复仇！
CUTSCENE_PYROPHINA,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,派罗菲娜正在路上！
CUTSCENE_PYROPHINA_REMATCH,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,派罗菲娜正在路上！
CUTSCENE_ZARATANA,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,扎拉塔娜正在路上！
CUTSCENE_ZARATANA_REMATCH,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,扎拉塔娜正在路上！
