KEY,en,notes,sp,fr,de,it,pt-br,zh
NPC_BEANIES_BEANIESQUEST_FAIL_MAGICMIRROR_4,I got a ton more sticking into things in the back...,,Tengo un montón más pegados a cosas en el almacén.,J'en ai encore tout un tas à l'arrière...,Ich habe noch einen ganzen Haufen davon.,"Ne ho un sacco di altri da infilare in giro, sul retro...",Eu tenho mais um monte lá nos fundos...,我背后还有一堆东西要插进去……
NPC_BEANIES_BEANIESQUEST_FAIL_MAGICMIRROR_5,[img:pondering]But let's try something different next time.,,[img:pondering]Pero intentemos algo distinto la próxima vez.,[img:pondering]Mais essayons autre chose la prochaine fois.,[img:pondering]Aber nächstes Mal versuchen wir lieber was anderes.,[img:pondering]Ma la prossima volta meglio provare qualcosa di diverso.,[img:pondering]Mas vamos tentar algo diferente na próxima vez.,[img:pondering]但下次我们试试不同的东西。
NPC_BEANIES_BEANIESQUEST_FAIL_MAGICMIRROR_6,[img:happy]Come back after you send more cats!,,[img:happy]¡Vuelve cuando me hayas enviado más gatos!,[img:happy]Reviens quand tu m'auras envoyé d'autres chats&nbsp;!,"[img:happy]Komm zurück, wenn du mir mehr Katzen geschickt hast!",[img:happy]Torna quando avrai altri gatti per me!,[img:happy]Volte depois de trazer mais gatos!,[img:happy]等你送来更多猫再来找我！
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_1,[img:happy]I GOT ANOTHER ONE!,,[img:happy]¡TENGO OTRO!,[img:happy]J'EN AI UNE NOUVELLE&nbsp;!,[img:happy]WER HAT ES MAL WIEDER GESCHAFFT?,[img:happy]NE HO UN'ALTRA!,[img:happy]EU CONSEGUI OUTRA VEZ!,[img:happy]我又抓到一个了！
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_2,This invention may be my best yet!,,Este invento es el mejor hasta la fecha.,Cette invention pourrait bien être ma meilleure jusqu'ici&nbsp;!,Diese Erfindung ist meine beste bisher!,Questa potrebbe essere la mia migliore invenzione di sempre!,Esta invenção é a melhor que já fiz!,这项发明可能是我迄今为止最棒的！
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_3,[img:default]I found these old knitting needles in your house before I revived you.,,[img:default]Encontré estas agujas de punto en tu casa antes de reanimarte.,"[img:default]Avant que je te ramène à la vie, j'ai trouvé de vieilles aiguilles à tricoter chez toi.","[img:default]Bevor ich dich wiederbelebt habe, habe ich diese alten Stricknadeln in deinem Haus gefunden.",[img:default]Ho trovato questi vecchi ferri da maglia in casa tua prima di resuscitarti.,[img:default]Eu encontrei essas agulhas de crochê velhas na sua casa antes de te reviver.,[img:default]在你复活之前，我在你家找到了这些旧的编织针。
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_4,[img:pondering]I'm pretty sure if you stab these things into the right areas of a brain...,,[img:pondering]Estoy bastante convencido de que si las clavas en las áreas correctas del cerebro...,[img:pondering]Je suis quasiment certain qu'en enfonçant ces trucs dans les bonnes zones du cerveau...,"[img:pondering]Ich bin mir ziemlich sicher, dass wenn man sie nur in den richtigen Teil des Gehirns steckt&nbsp;…",[img:pondering]Sono quasi sicuro che piantandoli nei punti giusti del cervello...,[img:pondering]Eu tenho certeza de que se você as espetar nos locais corretos do cérebro...,[img:pondering]我很确定如果你把这些东西刺入大脑的正确区域……
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_5,[img:default]The user can access past lives!,,[img:default]¡El usuario podrá acceder a vidas pasadas!,[img:default]L'utilisateur peut accéder à ses vies passées&nbsp;!,[img:default]Dass der Betroffene vergangene Leben erkunden kann!,[img:default]Chi li usa possa accedere a delle vite passate!,[img:default]O usuário pode acessar vidas passadas!,[img:default]使用者可以接触到前世！
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_6,[img:questioning]It's currently just theoretical... but we all know I'm never wrong.,,"[img:questioning]Ahora mismo solo es una teoría, pero tú y yo sabemos que nunca me equivoco.","[img:questioning]Pour le moment, c'est juste théorique... mais chacun sait que je ne me trompe jamais.","[img:questioning]Bisher ist das alles nur Theorie&nbsp;… Aber wir wissen schließlich alle, dass ich immer recht habe.","[img:questioning]Per ora è solo una teoria, ovviamente... ma tutti sappiamo che io non sbaglio mai.",[img:questioning]Por enquanto é só uma teoria... mas a gente sabe que eu nunca erro.,[img:questioning]目前这只是理论而已……但我们都知道我从未错过。
NPC_BEANIES_BEANIESQUEST_INTRO_CHAOSDEVICE_7,[img:default]Give it a test run. Just stab them in a cat's head and get them to finish {questdestination}.,,"[img:default]Pruébalo, anda. Ensártaselas a algún gato en la cabeza y haz que termine {questdestination}.","[img:default]Va donc les tester. Il suffit de les enfoncer dans le crâne d'un chat, et de lui faire terminer {questdestination}.","[img:default]Probier sie mal aus. Ramm sie in den Kopf einer Katze und sorge dafür, dass sie das folgende Gebiet abschließt: {questdestination}.",[img:default]Prendili e facci un giro di prova. Piantali nella testa di un gatto e fagli completare {questdestination}.,[img:default]Faça um teste. Espete-as em um gato e faça com que ele conclua {questdestination}.,[img:default]试试看。只要把针戳进猫的脑袋，然后让它们完成{questdestination}。
NPC_BEANIES_BEANIESQUEST_COMPLETE_CHAOSDEVICE_1,"[img:happy]So, how was it?
Did the subject access their ancestor's ancient abilities?",,"[img:happy]Bueno, ¿cómo ha ido?
¿Ha accedido el sujeto a las habilidades arcanas de sus ancestros?","[img:happy]Alors, c'était comment&nbsp;?
Le sujet a-t-il réussi à accéder aux compétences anciennes de ses ancêtres&nbsp;?","[img:happy]Also, wie war es?
Konnte das Testsubjekt die Fähigkeiten seiner Vorfahren nutzen?","[img:happy]Allora, com'è andata?
Il soggetto ha avuto accesso alle antiche abilità dei suoi antenati?","[img:happy]Então, como foi?
O paciente conseguiu acessar as habilidades de seus ancestrais?","[img:happy]怎么样？
被试者有没有激活他们祖先的古老能力？"
NPC_BEANIES_BEANIESQUEST_COMPLETE_CHAOSDEVICE_2,"[img:default]Told ya!
Anyway I found a much cleaner set of needles and refined the item a bit.",,"[img:default]¡Te lo dije!
En fin, he encontrado un par de agujas mucho más limpias y las he perfeccionado.","[img:default]Je te l'avais dit&nbsp;!
Bon, en tout cas, j'ai trouvé une paire d'aiguilles bien moins sales et j'ai peaufiné un peu mon invention.",[img:default]Hab ich‘s dir doch gesagt! Übrigens habe ich in der Zwischenzeit ein paar viel sauberere Nadeln gefunden. Und verbessert habe ich sie auch.,"[img:default]Te l'avevo detto!
Comunque ho trovato un set di ferri molto più pulito e ho perfezionato l'oggetto.","[img:default]Eu não disse?!
Enfim, eu encontrei um par de agulhas mais limpas e refinei o item um pouco.","[img:default]我早说了！
反正我找了一套更干净的针头，稍微改良了这个物品。"
NPC_BEANIES_BEANIESQUEST_COMPLETE_CHAOSDEVICE_3,"Take it. Oh, and here are those {questreward} coins I promised![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",,"Toma. Ah, y toma también las {questreward} monedas que te prometí.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Elle est pour toi. Oh, et comme promis, voilà tes {questreward} pièces&nbsp;![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Nimm sie. Oh, und hier sind die {questreward}&nbsp;Münzen, die ich dir versprochen habe![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Prendilo pure. Ah, ed ecco anche quelle {questreward} monete che ti avevo promesso![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Fique com elas. Oh, e aqui estão as {questreward} moedas que eu prometi![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",拿着。哦，这里还有我答应给你的{questreward}金币！[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_1,[img:angry]Well this sure as hell wasn't my fault!,,[img:angry]¡Claramente esto no ha sido culpa mía!,"[img:angry]Bon sang. En tout cas, si c'est de la faute de quelqu'un, ce n'est pas de la mienne&nbsp;!","[img:angry]Wow, na offensichtlich war das nicht meine Schuld!","[img:angry]Beh, di certo non è colpa mia!","[img:angry]Bem, isso com certeza não foi minha culpa!",[img:angry]这肯定不是我的错！
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_2,Obviously you pushed the needles in too far or something...,,Está claro que has clavado demasiado las agujas o lo que sea...,Il est évident que tu as dû enfoncer les aiguilles un peu trop loin ou quelque chose du genre...,"Du musst die Nadeln zu tief reingerammt haben, oder so&nbsp;…",Avrai spinto i ferri troppo in profondità o qualcosa del genere...,Você obviamente espetou as agulhas fundo demais ou algo assim...,显然你把针插得太深了，或者出了什么问题……
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_3,[img:veryangry]And you better not report this to the county!,,[img:veryangry]¡Y más te vale no contarle esto a nadie!,[img:veryangry]Je peux te dire que tu n'as pas intérêt à signaler ça aux autorités&nbsp;!,"[img:veryangry]Und wehe, du erzählst der Regierung davon!",[img:veryangry]E faresti meglio a non dire nulla alle autorità della contea!,[img:veryangry]E é melhor você não relatar isso ao condado!,[img:veryangry]你最好别把这事报告给县政府！
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_4,[img:paranoid]I'm already being monitored by the feds about my human cloning operation...,,[img:paranoid]La policía ya me está dando la tabarra por lo de la clonación humana...,[img:paranoid]Les fédéraux m'ont déjà dans le collimateur à cause de mes activités de clonage d'êtres humains...,[img:paranoid]Die überwachen mich sowieso schon wegen der Sache mit den Menschenklonen&nbsp;…,[img:paranoid]La polizia mi tiene già d'occhio per quella faccenda della clonazione umana...,[img:paranoid]Eu já estou sendo monitorado pela polícia federal por causa da minha atividade de clonagem humana...,[img:paranoid]我已经被联邦监控着关于我的人类克隆实验……
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_5,[img:shocked]...,,[img:shocked]...,[img:shocked]...,[img:shocked]…,[img:shocked]...,[img:shocked]...,[img:shocked]…
NPC_BEANIES_BEANIESQUEST_FAIL_CHAOSDEVICE_6,"[img:default]Whatever, I forgive you.",,"[img:default]Da igual, te perdono.","[img:default]Bref, je te pardonne.","[img:default]Ach, egal, ich verzeihe dir.","[img:default]Non fa niente, ti perdono.","[img:default]Que seja, eu te perdôo.",[img:default]随便吧，我原谅你了。
NPC_BEANIES_BEANIESQUEST_INTRO_MESTONE_1,"[img:veryhappy]IT'S TIME TO UNVEIL THE ""ME STONE!""",,[img:veryhappy]¡HA LLEGADO LA HORA DE PRESENTAR LA PIEDRA DEL YO!,[img:veryhappy]L'HEURE EST VENUE DE DÉVOILER LA «&nbsp;PIERRE D'ÉGO&nbsp;»&nbsp;!,"[img:veryhappy]ES IST ZEIT, DEN GENIALEN „ICH-STEIN“ VORZUSTELLEN!","[img:veryhappy]È ORA DI SVELARE LA ""PIETRA DEL ME""!","[img:veryhappy]ESTÁ NA HORA DE REVELAR A ""PEDRA EU""!",[img:veryhappy]现在该揭开“我之石”的面纱了！
NPC_BEANIES_BEANIESQUEST_INTRO_MESTONE_2,[img:default]This invention will literally suck the successes of others and funnel it straight into the owner!,,"[img:default]Este invento extrae, literalmente, los éxitos de los demás y se los pasa directamente al usuario.",[img:default]Cette invention va littéralement aspirer les réussites des autres et les octroyer à son détenteur&nbsp;!,[img:default]Diese Erfindung saugt buchstäblich die Erfolge anderer ab und schreibt sie dem Eigentümer gut!,[img:default]Questa invenzione risucchierà letteralmente i successi degli altri e li convoglierà dritti in chi la utilizza!,[img:default]Esta invenção vai literalmente sugar o sucesso dos outros e o enviar diretamente para o portador!,[img:default]这项发明能直接吸取他人的成功，并将其汇聚于拥有者！
NPC_BEANIES_BEANIESQUEST_INTRO_MESTONE_3,"[img:happy]Best part is, if everyone else is a failure, you look like an even bigger winner compared to them!",,"[img:happy]Lo mejor es que, si el resto del mundo es un fracaso, tu éxito parecerá mucho mayor en comparación.","[img:happy]Le meilleur dans tout ça, c'est que si tous les autres sont nuls, en comparaison on a encore plus l'air d'être un gagnant&nbsp;!","[img:happy]Und das Beste ist, wenn alle anderen solche Loser sind, steht man selbst gleich noch viel besser da!","[img:happy]La parte migliore è che, se tutti gli altri sono dei falliti, tu sembrerai ancora migliore rispetto a loro!","[img:happy]E o melhor de tudo. Se todos os outros forem um fracasso, você vai parecer ter ainda mais sucesso em comparação!",[img:happy]最棒的是，如果别人都是失败者，你相较之下就更像个大赢家！
NPC_BEANIES_BEANIESQUEST_INTRO_MESTONE_4,"[img:default]Go test it out.
Uh, try taking it through {questdestination} this time.",,"[img:default]Ve a probarlo.
Ah, intenta ir a {questdestination} esta vez.","[img:default]Va l'essayer.
Euh, cette fois, essaie de l'emmener dans {questdestination}.","[img:default]Geh und teste ihn. Äh, bring ihn dieses Mal hierhin: {questdestination}.","[img:default]Vai a testarla.
E stavolta prova a portarla attraverso {questdestination}.","[img:default]Vá fazer um teste.
Hm, tente levá-la para {questdestination} deste vez.","[img:default]去试试吧。
呃，这次试着带它通过{questdestination}。"
NPC_BEANIES_BEANIESQUEST_INTRO_MESTONE_5,Let me know how it goes!,,¡Ya me contarás!,Et dis-moi comment ça se passe&nbsp;!,"Erzähl mir dann, wie es war!",Fammi sapere come va!,Vamos ver como vai ser.,告诉我结果如何！
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_1,"[img:default]Nice!
Guess it all worked out fine.",,"[img:default]¡Genial!
Supongo que ha funcionado perfectamente.","[img:default]Parfait&nbsp;!
On dirait que tout s'est bien passé.","[img:default]Sehr schön!
Ich schätze, es hat alles geklappt.","[img:default]Bene!
Sembra che sia andato tutto bene.","[img:default]Legal!
Acho que funcionou bem.","[img:default]不错！
看来一切顺利。"
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_2,[img:whispering]Now let me let you in on a little secret...,,[img:whispering]Ahora tengo que contarte un secretillo...,"[img:whispering]Maintenant, laisse-moi te confier un petit secret...",[img:whispering]Jetzt lass mich dir ein kleines Geheimnis verraten&nbsp;…,[img:whispering]Ora lascia che ti sveli un piccolo segreto...[/s],[img:whispering]Agora eu vou te contar um segredinho...,[img:whispering]现在让我告诉你一个小秘密……
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_3,[img:paranoid]That stone not only removed the success of your other cats...,,[img:paranoid]Esa piedra no solo ha extraído el éxito de tus otros gatos...,[img:paranoid]Non seulement cette pierre a éliminé le succès de tes autres chats...,[img:paranoid]Der Stein hat nicht nur die Erfolge deiner Katzen abgesaugt&nbsp;…,[img:paranoid]Quella pietra non solo ha drenato il successo ai tuoi altri gatti...,[img:paranoid]A pedra não removeu apenas o sucesso dos seus outros gatos...,[img:paranoid]那块石头不仅夺走了你其他猫的成功……
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_4,[img:happy]But it also drained their joy! It's all right there in the stone now!,,"[img:happy]¡Sino que también les ha drenado la alegría! Ahora está toda ahí, en la piedra.","[img:happy]Mais en plus, elle a drainé leur joie&nbsp;! Et maintenant, celle-ci est contenue dans la pierre&nbsp;!",[img:happy]Sondern auch ihren Lebenswillen! Der ist jetzt schön versiegelt in dem Stein!,"[img:happy]Ma ha anche tolto loro la gioia di vivere! Ora è tutto lì dentro, nella pietra!",[img:happy]Ela também drenou a alegria deles! Está tudo aqui na pedra agora!,[img:happy]而且还抽干了它们的快乐！现在这些都储存在石头里！
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_5,[img:happy]Pretty clever huh?,,[img:happy]¿A que soy listísimo?,"[img:happy]Plutôt intelligent, hein&nbsp;?","[img:happy]Ziemlich clever, oder?","[img:happy]Ingegnoso, eh?","[img:happy]Bem esperto, não é?",[img:happy]挺聪明的吧？
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_6,"[img:questioning]And by the looks of the stone, those cats are running on empty!",,"[img:questioning]Y, a juzgar por el aspecto de la piedra, los gatos se han quedado sequísimos.","[img:questioning]Et vu l'aspect de la pierre, tes chats n'en ont plus une once&nbsp;!","[img:questioning]Und so wie er geradezu zu bersten scheint, müssen deine Katzen völlig leergesaugt sein!","[img:questioning]E a giudicare dall’aspetto della pietra, quei gatti sono completamente a secco!","[img:questioning]E do jeito que a pedra está, aqueles gatos estão de tanque vazio!",[img:questioning]看那块石头的样子，那些猫可是快没油了！
NPC_BEANIES_BEANIESQUEST_COMPLETE_MESTONE_7,"[img:default]Anyway, you can have it and the {questreward} coin reward.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",,"[img:default]En fin, puedes quedártela, y también la recompensa de {questreward} monedas.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]En tout cas, elle est pour toi, en plus de la récompense de {questreward} pièces.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]Na ja, du kannst ihn jedenfalls haben, und die versprochenen {questreward}&nbsp;Münzen.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",[img:default]Comunque puoi tenerla. Ecco anche la ricompensa di {questreward} monete.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin],"[img:default]Enfim, você pode ficar com ela e com a recompensa de {questreward} moedas.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",[img:default]无论如何，你可以拿走它和{questreward}个硬币奖励。[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]
NPC_BEANIES_BEANIESQUEST_FAIL_MESTONE_1,"[img:angry]Well look who's back!
It's the idiot!
The idiot who can't even use a simple rock!",,"[img:angry]¡Anda, mira quién ha vuelto!
¡La inutilidad personificada!
La persona que es incapaz de usar una simple roca.","[img:angry]Regardez-moi qui est de retour&nbsp;!
C'est l'imbécile&nbsp;!
L'imbécile qui n'est pas capable de se servir d'une simple pierre&nbsp;!","[img:angry]Sieh mal, wer wieder da ist!
Der absolute Dummkopf!
Der Dummkopf, der nicht einmal einen einfachen Stein verwenden kann!","[img:angry]Beh, guarda chi si vede!
L'idiota!
L'idiota che non sa nemmeno usare una semplice pietra!","[img:angry]Ora, veja só quem apareceu!
A idiotice em pessoa!
Você não sabe sequer usar uma simples pedra!","[img:angry]看谁回来了！
是那个笨蛋！
连个简单的石头都不会用的笨蛋！"
NPC_BEANIES_BEANIESQUEST_FAIL_MESTONE_2,[img:veryangry]SHAME! SHAME DOUBLE SHAME!,,[img:veryangry]¡QUÉ VERGÜENZA! ¡VERGÜENZA MÁXIMA!,[img:veryangry]C'EST HONTEUX&nbsp;! DOUBLEMENT HONTEUX&nbsp;!,[img:veryangry]SCHANDE! SCHANDE ÜBER DICH UND DEINE KUH!,"[img:veryangry]VERGOGNA! VERGOGNA, DOPPIA VERGOGNA!",[img:veryangry]VERGONHA! QUE VERGONHA!,[img:veryangry]羞耻！羞耻 双倍羞耻！
NPC_BEANIES_BEANIESQUEST_FAIL_MESTONE_3,NOW LEAVE!,,¡AHORA LÁRGATE!,VA-T'EN MAINTENANT&nbsp;!,HINFORT MIT DIR!,ORA VATTENE!,VÁ EMBORA!,现在滚！
NPC_BEANIES_BEANIESQUEST_INTRO_ANGRYFACE_1,[img:default]Check out this mask I made.  I've been working with paper mache in my downtime.,,[img:default]Mira esta máscara que he creado. He estado trabajando con papel maché en mi tiempo libre.,[img:default]Regarde ce masque que j'ai confectionné. Je fais du papier mâché dans mon temps libre.,"[img:default]Sieh mal, diese Maske habe ich selbst gemacht. In meiner Freizeit beschäftige ich mich neuerdings mit Pappmaché.",[img:default]Guarda che bella maschera che ho fatto. Nel mio tempo libero mi diletto con la cartapesta.,[img:default]Veja só esta máscara que eu fiz. Eu tenho trabalhado com papel machê no meu tempo livre.,[img:default]看看我做的这个面具。我最近闲暇时间一直在做纸浆艺术。
NPC_BEANIES_BEANIESQUEST_INTRO_ANGRYFACE_2,[img:pondering]Actually.. wanna test it out?,,[img:pondering]Ahora que lo pienso... ¿Quieres probarla?,[img:pondering]D'ailleurs... tu voudrais bien le mettre à l'épreuve&nbsp;?,[img:pondering]Hm&nbsp;… Willst du sie vielleicht ausprobieren?,[img:pondering]Anzi... che ne diresti di provarla?,[img:pondering]Aliás... você gostaria de testá-la?,[img:pondering]其实.. 想试试吗？
NPC_BEANIES_BEANIESQUEST_INTRO_ANGRYFACE_3,"[img:default]I drew an angry face on it, so obviously it will turn the cat that wears it into a total psycho.",,"[img:default]Le he pintado una carita enfadada, así que, obviamente, convertirá en psicópata al gato que la lleve puesta.","[img:default]J'ai dessiné un visage en colère dessus, donc le chat qui le mettra va forcément se transformer en fou furieux.","[img:default]Ich habe ein wütendes Gesicht draufgemalt, also verwandelt sie offensichtlich die Katze, die sie tragen wird, in einen totalen Psycho.","[img:default]Ci ho disegnato sopra una faccia arrabbiata, quindi ovviamente trasformerà il gatto che la indossa in un completo psicopatico.","[img:default]Eu desenhei uma cara irritada nela, então é claro que ela vai deixar o gato que a vestir totalmente maluco.",[img:default]我在上面画了一个愤怒的脸，所以戴上它的猫肯定会变成彻头彻尾的疯子。
NPC_BEANIES_BEANIESQUEST_INTRO_ANGRYFACE_4,"If you can get the cat wearing it to the end of {questdestination}, I'll hook you up.",,"Si haces que el gato llegue hasta el final de {questdestination}, te daré algo chulo.","Si tu arrives à faire en sorte que le chat qui le porte termine {questdestination}, j'aurais d'autres choses pour toi.","Sie gehört dir, wenn du es mit ihr bis hierhin schaffst: {questdestination}.","Se riesci a portare il gatto che la indossa fino alla fine di {questdestination}, riceverai una bella ricompensa.","Se você conseguir fazer com que o gato que a estiver vestindo conclua {questdestination}, eu te dou uma coisa legal.",如果你能让戴着它的猫到达{questdestination}的终点，我会帮你的。
NPC_BEANIES_BEANIESQUEST_COMPLETE_ANGRYFACE_1,"[img:happy]Very nice work!
Look at us doing science together!",,"[img:happy]¡Buen trabajo!
¡Qué bien hacemos la ciencia juntos!","[img:happy]Très beau travail&nbsp;!
Ah, regarde-nous faire de la science ensemble&nbsp;!","[img:happy]Tolle Arbeit!
Sieh uns nur an! Zwei Wissenschaftler bei der Arbeit!","[img:happy]Ottimo lavoro!
Guardaci: facciamo scienza insieme!","[img:happy]Ótimo trabalho!
Veja só, nós estamos fazendo ciência!","[img:happy]干得好！
看看我们一起做科学的样子！"
NPC_BEANIES_BEANIESQUEST_COMPLETE_ANGRYFACE_2,"[img:default]But check this out, while you were gone I made another mask!",,"[img:default]Pero, mira, cuando estabas fuera, he hecho otra máscara.","[img:default]Tiens, matte ça, pendant que tu n'étais pas là, j'ai fabriqué un autre masque&nbsp;!","[img:default]Schau mal, während du weg warst, habe ich noch eine Maske gemacht!","[img:default]Pensa un po', mentre eri via ho creato un'altra maschera!","[img:default]Mas escute, eu fiz outra máscara enquanto você estava fora!",[img:default]不过你走的时候我又做了一个面具！
NPC_BEANIES_BEANIESQUEST_COMPLETE_ANGRYFACE_3,[img:happy]This time I did a happy face.,,[img:happy]Y esta vez le he pintado una carita sonriente.,"[img:happy]Cette fois, c'est un visage content.",[img:happy]Dieses Mal lacht sie sogar.,[img:happy]Questa volta con una faccia felice.,[img:happy]Desta vez eu desenhei uma cara feliz.,[img:happy]这次我做了个开心的脸。
NPC_BEANIES_BEANIESQUEST_COMPLETE_ANGRYFACE_4,[img:winking]That is the emotion you feel when you make money.,,[img:winking]Eso es lo que se siente cuando se gana pasta gansa.,[img:winking]Il correspond à l'émotion que l'on ressent quand on gagne de l'argent.,"[img:winking]Das ist das Gesicht, das man macht, wenn der Geldbeutel klingelt.",[img:winking]È l'emozione che provi quando guadagni del denaro.,[img:winking]É aquela emoção que se sente ao ganhar dinheiro.,[img:winking]那就是你赚钱时的表情。
NPC_BEANIES_BEANIESQUEST_COMPLETE_ANGRYFACE_5,"[img:default]And speaking of, here are {questreward} pieces of pure joy![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",,"[img:default]Y hablando de eso, toma {questreward} trocitos de sonrisas y felicidad.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]En parlant de ça, voilà pour toi {questreward} pièces de pure joie&nbsp;![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]Apropos, hier sind deine {questreward}&nbsp;Münzen![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]E, a tal proposito, ecco {questreward} pezzi di pura gioia![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","[img:default]E por falar nisso, aqui estão as {questreward} peças de pura alegria![sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",[img:default]说到赚钱，这里有{questreward}份纯粹的喜悦！[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]
NPC_BEANIES_BEANIESQUEST_FAIL_ANGRYFACE_1,[img:shocked]Where is the mask?!,,[img:shocked]¡¿Dónde está la máscara?!,[img:shocked]Où est le masque&nbsp;?!,[img:shocked]Wo ist die Maske?!,[img:shocked]Dov'è la maschera?!,[img:shocked]Onde está a máscara?!,[img:shocked]面具在哪？！
NPC_BEANIES_BEANIESQUEST_FAIL_ANGRYFACE_2,[img:veryangry]Do you know how long I spent on that thing!?,,[img:veryangry]¡¿Sabes el tiempo que le he dedicado a esa cosa?!,[img:veryangry]Tu sais combien de temps j'ai passé sur ce truc&nbsp;!?,"[img:veryangry]Hast du eine Ahnung, wie lange ich an ihr gesessen habe?!",[img:veryangry]Hai idea del tempo che ho impiegato a farla?!,[img:veryangry]Você sabe quanto tempo eu levei para fazer aquilo!?,[img:veryangry]你知道我花了多久做那个东西吗！？
NPC_BEANIES_BEANIESQUEST_FAIL_ANGRYFACE_3,[img:angry]Those eyebrows took ages to get just right!,,[img:angry]¡Tardé la misma vida en hacer bien las cejas!,[img:angry]Il m'a fallu des lustres rien que pour dessiner les sourcils correctement&nbsp;!,"[img:angry]Es hat Ewigkeiten gedauert, bis die Augenbrauen gepasst haben!",[img:angry]Ci è voluto un secolo a sistemare quelle sopracciglia!,[img:angry]Só as sobrancelhas já levam uma eternidade para fazer do jeito certo!,[img:angry]那些眉毛我是花了好久才画好的！
NPC_BEANIES_BEANIESQUEST_FAIL_ANGRYFACE_4,[img:veryangry]GAAAAH!,,[img:veryangry]¡AAARGH!,[img:veryangry]GAAAH&nbsp;!,[img:veryangry]AAAH!!!,[img:veryangry]AAAAGH!,[img:veryangry]GAAAAH!,[img:veryangry]啊啊啊啊！
NPC_BEANIES_BEANIESQUEST_INTRO_FARTFACE_1,[img:happy]Fart Face!,,[img:happy]¡Caraculo!,[img:happy]Face de pet&nbsp;!,[img:happy]Furzgesicht!,[img:happy]Faccia da peto!,[img:happy]Cara de pum!,[img:happy]放屁脸！
NPC_BEANIES_BEANIESQUEST_INTRO_FARTFACE_2,"Yep,
I've invented ""Fart Face""!",,"Sí,
he inventado la Caraculo.","Oui,
J'ai mis au point une «&nbsp;Face de pet&nbsp;»&nbsp;!","Richtig gehört,
ich habe das „Furzgesicht“ erfunden!","Sì.
Ho inventato la ""faccia da peto""!","Isso mesmo,
Eu inventei ""cara de pum""!","没错，
我发明了“放屁脸”！"
